	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4	D1	D2	D3	D4
CACNA2D3	0.01425501	0.01258205	0.01229912	0.01190223	0.24125073	0.23045762	0.24395029	0.25373433	0.05071762	0.05323957	0.05116188	0.05279637	0.16269453	0.15762012	0.17224754	0.1525363
BTNL2	0.00038451	0.00038451	0.00038451	0.00038451	0.00040228	0.00040228	0.00040228	0.00040228	0.00035514	0.00035514	0.00035514	0.00035514	0.00039334	0.00039334	0.00039334	0.00039334
ABCC1	0.43476588	0.42781556	0.98403877	0.42942087	0.04895298	0.04738339	0.04538875	0.04544044	0.35082688	0.36061625	0.35413536	0.34558195	0.15363578	0.15514844	0.15392723	0.15148757
AGPAT4	0.11196334	0.11147355	0.12182931	0.11531885	0.51009274	0.45006448	0.46251009	0.47732729	0.2082645	0.20266863	0.21585165	0.21917761	0.26795296	0.27299718	0.27830855	0.27340042
C21orf7	0.00268402	0.00211593	0.00189026	0.00237873	0.00240983	0.00352978	0.0029176	0.00390697	0.00174416	0.00284064	0.0019557	0.00218877	0.00271613	0.00194587	0.00299339	0.00255896
CA10	0.0073825	0.00827782	0.0048478	0.00730787	1.82553755	1.94724652	1.96334816	1.89746085	0.35300204	0.3458966	0.33372389	0.33039313	1.23890513	1.27358123	1.27000508	1.31092921
CABC1	0.15155857	0.15427058	0.1529681	0.15394344	0.2488408	0.2572205	0.25746314	0.24749172	0.16473813	0.17049224	0.16748771	0.17152165	0.19549567	0.20664273	0.22471677	0.20050513
ANKRD2	0.00063682	0.00051037	0.00058749	0.00055245	0.00124747	0.0009179	0.00126486	0.00113649	0.0011026	0.00086664	0.00126164	0.00062059	0.00069225	0.00088812	0.00076295	0.00082454
C11orf15	0.07509333	0.07253376	0.07299443	0.07274943	0.19548933	0.20193041	0.2058921	0.19812212	0.12772315	0.13539657	0.12516724	0.13669637	0.10950669	0.11074663	0.12113409	0.12348244
ANGPTL7	0.00038451	0.00038451	0.00038451	0.00038451	0.00081621	0.00179627	0.00100525	0.0016944	0.00045972	0.00038863	0.00072154	0.00046237	0.00119858	0.00099585	0.00108059	0.00072656
BACH2	0.03976894	0.03940566	0.03884107	0.03736642	0.08577191	0.07890181	0.07788362	0.07898967	0.05460451	0.05105204	0.04767612	0.0529262	0.06536245	0.06502271	0.05911712	0.06455882
ABCG5	0.04439118	0.04330756	0.04646751	0.043753	0.00586641	0.00555563	0.00449966	0.0040348	0.04075564	0.04336864	0.03945088	0.04070156	0.01750759	0.01385138	0.01556228	0.01921108
CENTD3	0.01350496	0.01184948	0.01329263	0.01180021	0.00659181	0.00650225	0.00843678	0.0086189	0.01131352	0.01209752	0.01119157	0.01122098	0.00845767	0.00860562	0.00881431	0.00860873
APG3L	0.34518092	0.32857848	0.34333727	0.34132591	0.30734495	0.31475045	0.35150039	0.34105966	0.46243088	0.48409223	0.47439976	0.49361352	0.29850153	0.3070658	0.31741037	0.31158567
CDCP1	0.12283178	0.12873538	0.13166254	0.1335167	0.00841451	0.00782586	0.00882098	0.00769869	0.10187103	0.09674199	0.09838735	0.10565428	0.04447648	0.04541637	0.04018638	0.04775143
C20orf116	0.29759645	0.30047362	0.31260895	0.30591548	0.46495984	0.52838613	0.48633552	0.5504503	0.38327254	0.41331557	0.42677966	0.43764258	0.32048447	0.32910559	0.36268359	0.35249276
ASPSCR1	0.0742184	0.07186653	0.07523262	0.07449867	0.07375732	0.07439161	0.07769235	0.07559255	0.1029757	0.09851587	0.1038212	0.10113865	0.05249455	0.05304709	0.053581	0.05568567
APG9L1	0.57181223	0.57333594	0.57059691	0.55674124	0.78744897	0.80117811	0.76962636	0.76673882	0.69040193	0.68480459	0.70909601	0.6742081	0.61458186	0.64295486	0.62209867	0.59851889
CARD14	0.00512542	0.00464105	0.00523987	0.00484469	0.00040228	0.00040228	0.00040228	0.00040228	0.00333389	0.00388265	0.00322392	0.00355928	0.00139474	0.00113823	0.00186429	0.00141302
ADIPOR2	0.6066101	0.60182277	0.61840237	0.64321224	0.64788	0.636724	0.66432194	0.66036523	0.77248673	0.72508958	0.78750638	0.76868074	0.44070392	0.46512371	0.45116625	0.46043639
ALG9	0.28931119	0.29719914	0.28789557	0.29864761	0.21014526	0.20493491	0.19649621	0.21270285	0.31508654	0.31608822	0.3093371	0.31595532	0.18780635	0.18619688	0.1886486	0.19255381
C14orf161	0.00134108	0.00131873	0.00133874	0.00147303	0.00095085	0.0007265	0.00079585	0.0008101	0.00080279	0.00118983	0.0015026	0.00109932	0.00111298	0.00103784	0.00134295	0.00079038
CLUAP1	0.10277985	0.09997188	0.11397244	0.11006754	0.19797767	0.20248667	0.21069836	0.21070435	0.12077715	0.1201319	0.13048124	0.12890382	0.17560825	0.16523809	0.1728707	0.17304046
ACTR5	0.0292975	0.03227928	0.03179805	0.0304202	0.02914966	0.02987662	0.03015804	0.03179373	0.03886139	0.04284577	0.04039323	0.04000887	0.01970558	0.02130398	0.02166688	0.02220483
C9orf76	0.02270492	0.02469443	0.02511051	0.02387084	0.01139965	0.01137731	0.01282214	0.0119432	0.01975323	0.02143573	0.02159326	0.0208946	0.01457403	0.01561851	0.01534155	0.01723722
ASRGL1	0.1060027	0.10752883	0.11143047	0.12190521	0.44638296	0.41172805	0.43736914	0.42328052	0.21486267	0.20387631	0.21972203	0.22306136	0.30819329	0.30252592	0.3281519	0.31924972
C13orf23	0.10714779	0.10667183	0.1057774	0.09401647	0.10276682	0.10649819	0.09995941	0.10131119	0.13939116	0.15306639	0.13600038	0.14327038	0.09233336	0.09738702	0.0946251	0.08911331
ATF6	0.87221056	0.95211202	0.87837385	0.89293382	0.80934216	0.85030405	0.80392703	0.80147316	0.9832616	0.99893493	1.00134224	0.93495081	0.7358018	0.77785679	0.74596338	0.72711983
CDH19	0.02111408	0.0221524	0.02226593	0.02180605	0.16325227	0.16602165	0.16970457	0.15890142	0.05081395	0.04691083	0.04862889	0.04609427	0.11094456	0.12496725	0.12306865	0.12977634
C6orf47	0.3416977	0.34882527	0.34565384	0.37126439	0.281037	0.29093024	0.28999241	0.31230051	0.37052559	0.39051226	0.36046185	0.38993383	0.3231442	0.31557535	0.32414796	0.33372728
CAP1	0.38212705	0.38264079	0.41343693	0.44151578	0.21567073	0.23452708	0.23477122	0.22250825	0.32242508	0.34537554	0.35711806	0.38036277	0.25514451	0.25338631	0.26530467	0.27041166
ABCC11	0.00038451	0.00039108	0.00038451	0.00038451	0.00077085	0.00084194	0.00095804	0.00092936	0.00058495	0.00041811	0.00051719	0.00044987	0.00075203	0.00073171	0.00073114	0.00060125
CGI-115	0.70326908	0.70130276	0.73063359	0.73648586	0.31721176	0.3371554	0.34143037	0.29888018	0.60832163	0.58787958	0.62663734	0.62824157	0.39208672	0.3976798	0.40187117	0.38313556
C2GNT3	0.03747186	0.04417525	0.03810568	0.04340034	0.1149079	0.13060265	0.12162794	0.12759104	0.05882995	0.05488866	0.05413708	0.05839784	0.08698537	0.09187686	0.08579273	0.0866494
BEX1	0.00204012	0.00219549	0.00169135	0.00180555	0.1946597	0.19460172	0.19929729	0.19021357	0.04011765	0.04773142	0.0422861	0.04189942	0.12696774	0.12477756	0.12357878	0.11192048
CCNL2	1.028294	1.05864514	1.10075443	1.11821699	0.75770836	0.71564357	0.72882193	0.74052203	0.96733506	1.00035382	0.99380065	0.98003055	0.85289907	0.88952337	0.85090586	0.82848369
ADAMTSL1	0.04571913	0.04707699	0.05160662	0.04781754	0.0162206	0.01698981	0.01723349	0.01710086	0.04672537	0.04613674	0.04382353	0.04843399	0.02157665	0.02077971	0.02380572	0.02487864
C15orf16	0.00381853	0.00366622	0.00420178	0.00545968	0.39881126	0.39808185	0.40434476	0.42649062	0.08462072	0.08430201	0.0893896	0.08207253	0.28105347	0.29661271	0.30518554	0.2807693
ABC1	0.25931723	0.26640394	0.27996169	0.26917073	0.1465989	0.13935112	0.13834801	0.14471693	0.26992403	0.27739886	0.26173093	0.26339411	0.16722441	0.16009205	0.16516363	0.17101684
C16orf33	0.71312273	0.71250547	0.74901836	0.7388199	0.68518958	0.68013711	0.71051679	0.70983581	0.70222227	0.67933491	0.72174765	0.71862043	0.67432534	0.66403459	0.65535813	0.66946182
BM88	0.05356475	0.04951198	0.05393125	0.04995612	3.63380006	3.43212532	3.39056784	3.50223327	0.71871995	0.74804727	0.71560046	0.77455473	2.45312624	2.54499152	2.45640524	2.60757561
AD023	0.07728941	0.08078434	0.08390769	0.07930074	0.02214539	0.02357472	0.02392194	0.02377442	0.07214472	0.07503973	0.07835463	0.07063647	0.03471048	0.0333128	0.04046147	0.03895767
C10orf93	0.00342858	0.00547982	0.00504412	0.00531669	0.04684253	0.04801712	0.05147576	0.04615164	0.01601839	0.01172626	0.0125662	0.01342795	0.03185912	0.03153658	0.03083917	0.03136033
C6orf210	0.02335632	0.02141703	0.02420267	0.02388229	0.01113972	0.01278381	0.01204863	0.01197285	0.0206717	0.01986411	0.02196858	0.02128546	0.01612671	0.01440101	0.01649811	0.01741052
SCCPDH	0.61840631	0.61844082	0.63342649	0.61404491	0.65683677	0.67350693	0.65874467	0.64331899	0.58871317	0.6150123	0.61798236	0.6109564	0.63373451	0.64681387	0.64343747	0.62721538
LMBRD1	0.24619052	0.25278211	0.26549477	0.24180221	1.03794848	1.04812644	1.1843473	1.03210927	0.42830349	0.37661981	0.42872159	0.43804315	0.79499317	0.80657155	0.80230533	0.79835559
C9orf121	0.04943383	0.04765001	0.04732368	0.05028251	0.00841863	0.00744062	0.00862054	0.00997122	0.0399234	0.03959891	0.0440562	0.04288268	0.02066955	0.02505432	0.02135593	0.02316037
C6orf78	0.00546542	0.0060235	0.00589147	0.00520184	0.00059309	0.00040228	0.00040228	0.00040228	0.00552058	0.00541942	0.00387355	0.0043897	0.00288924	0.00261859	0.00276838	0.00260711
C3orf18	0.03748726	0.03942246	0.04004932	0.04026861	0.19813348	0.19283182	0.19361546	0.19259733	0.07232819	0.06948024	0.07750486	0.0752488	0.14394126	0.15514252	0.14498403	0.14567328
C12orf8	1.51134127	1.57492436	1.53603631	1.55222664	0.7953782	0.7971304	0.79321925	0.79748555	1.38991403	1.45347283	1.39520158	1.40185633	0.94504868	0.99756038	0.97661869	0.96444338
AICDA	0.00038451	0.00038451	0.00038451	0.00038451	0.00040228	0.00040228	0.00040228	0.00040228	0.00035514	0.00035514	0.00035514	0.00035514	0.00042337	0.00039334	0.00039334	0.00039334
UBC	7.25859057	7.37369939	7.68687827	7.67750375	10.68085142	10.79183912	10.69410714	10.83195362	8.304426	8.27343537	8.34562128	8.22591961	9.66290179	9.37581503	9.63726508	9.49658387
CHCHD2	9.00798423	9.37113064	9.67049764	9.53076899	5.03655536	5.10301836	5.20015448	5.29597771	8.16850145	8.26298651	8.34206511	8.19836791	5.98974319	6.15975512	6.49010356	6.1756612
18S	47522.05883	48921.60651	50862.88164	50821.63151	60222.57768	58080.9689	60667.72871	60618.61207	52203.72885	53665.99739	51095.16327	53238.70136	50000.04975	52236.00523	53490.79258	58539.88252
HPRT1	1.24779618	1.32549298	1.2749469	1.33648989	1.22986006	1.2405322	1.21040278	1.24895281	1.31446374	1.24303109	1.26233708	1.27839054	1.18800843	1.19017482	1.21304116	1.23087323
DDX41	0.28896424	0.28805455	0.27056283	0.27090326	0.18620105	0.18341914	0.18487253	0.18966646	0.26285576	0.26325011	0.25597701	0.26470441	0.19060456	0.19684044	0.19560745	0.18929676
POLR2A	0.9658518	1.00748151	1.03196215	0.99583791	1.00734027	0.97454453	0.99408979	1.02469944	0.98441794	0.9910586	1.03039541	0.99475751	0.98599133	0.98234886	0.99817678	1.03431708
GNA13	0.8474457	0.84270206	0.85510729	0.839943	0.62532403	0.6363221	0.64739669	0.6599552	0.8326125	0.80718076	0.84408918	0.79154882	0.66007696	0.67220991	0.67221023	0.66239667
DELGEF	0.18408952	0.19376822	0.18735192	0.17803607	0.50330092	0.53028495	0.51153101	0.50639246	0.26414417	0.27262014	0.25600651	0.26667389	0.36398126	0.35325857	0.36184568	0.35002999
CRISP3	0.02998768	0.02565195	0.02532777	0.02451868	0.00040984	0.00040984	0.00040984	0.00062109	0.0232844	0.02299896	0.02240631	0.02248205	0.00672843	0.00928896	0.00788375	0.00804939
C1orf61	0.00038713	0.00038713	0.00045428	0.00038713	0.05785307	0.0669802	0.0692376	0.06209456	0.01152968	0.01276919	0.01212531	0.01191604	0.04262392	0.04261575	0.04150391	0.04455288
GNAI3	0.33252057	0.33664308	0.34032014	0.33884186	0.13667614	0.13538584	0.13740105	0.13361106	0.29899782	0.30195994	0.29183853	0.2882596	0.17133191	0.18322692	0.17678553	0.17571131
CYP46A1	0.00204491	0.00146556	0.00239435	0.00152989	0.37043143	0.38122319	0.36105102	0.38905223	0.07306471	0.07671008	0.07569728	0.07432604	0.22935314	0.22761272	0.23372598	0.24234954
GALNT6	0.02430801	0.02447961	0.02507629	0.02522803	0.03419235	0.03478475	0.03453087	0.03769194	0.02445892	0.02635925	0.02608687	0.0283895	0.02738616	0.02815484	0.02726471	0.02975759
EML2	0.05110295	0.04812937	0.05479649	0.05120568	0.17694497	0.16559104	0.18289156	0.18536452	0.08172791	0.08569722	0.09219306	0.08271336	0.12061532	0.11974981	0.13301627	0.12342302
FBXO22	0.45706695	0.46481221	0.46222054	0.44560197	0.18463784	0.18858863	0.19278901	0.1847675	0.44176399	0.45012508	0.45905493	0.45230712	0.27503584	0.25694959	0.27957271	0.28618624
DNAJB9	0.44516992	0.45415319	0.42190742	0.44832883	0.72094383	0.72309811	0.73031826	0.74475512	0.55597116	0.55677223	0.5830436	0.5753952	0.65423898	0.64692608	0.65666619	0.65282516
GLS2	0.00924519	0.00998818	0.0100131	0.0099236	0.15945798	0.16304327	0.17325968	0.1648207	0.03894892	0.04326407	0.04056929	0.03960682	0.10033727	0.09604643	0.10266549	0.10545889
EPN1	0.62830515	0.61504951	0.66321982	0.65242497	0.8331039	0.84549393	0.88925173	0.89564704	0.76709011	0.75833287	0.79428581	0.83386217	0.79795914	0.79793562	0.85735901	0.84960658
GGA1	0.13921971	0.13434794	0.13940995	0.1265457	0.23774983	0.22562612	0.23742652	0.23778462	0.16423677	0.15899432	0.1646281	0.16141421	0.18990641	0.19420236	0.19340284	0.1889742
DKFZP586A0522	0.10814211	0.11379838	0.10936114	0.11191508	0.29695584	0.28599206	0.29956202	0.30391885	0.14992906	0.13902581	0.15517278	0.15086881	0.17388129	0.17036258	0.19145393	0.18313022
GABRP	0.0047779	0.00628197	0.00557629	0.00676433	0.00040984	0.00040984	0.00040984	0.00040984	0.00473498	0.0051764	0.00553269	0.00506449	0.00164583	0.00248342	0.00146644	0.0019316
GAPDHS	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	0.00038311	0.00038311	0.00038311	0.00038311	0.00039714	0.00039714	0.00039714	0.00039714
DHDH	0.00280525	0.00329843	0.00289882	0.00254158	0.00375044	0.00460415	0.00426587	0.00475763	0.00324561	0.00280335	0.0029419	0.00350391	0.0035343	0.00297442	0.00288768	0.00299492
DLG7	0.17568269	0.16799452	0.17764412	0.17145667	0.00040984	0.00040984	0.00040984	0.00040984	0.15982297	0.15162963	0.16354696	0.15967021	0.05470871	0.05338292	0.05799174	0.05359801
DRD1IP	0.02253243	0.01596853	0.02095242	0.0232942	4.65772334	4.69442929	4.8849576	4.88122231	0.87012252	0.88739625	0.89130409	0.91438185	2.89976548	2.86370308	3.027	2.96187328
DCXR	0.33924837	0.35165867	0.34746504	0.35086618	0.49176246	0.49713147	0.51111799	0.50800356	0.39686671	0.40589624	0.43530848	0.43527051	0.46253699	0.45831823	0.47579743	0.48210873
GNG13	0.00129098	0.00134387	0.00168189	0.00142946	0.19224996	0.19356374	0.19231245	0.18801421	0.03702544	0.03580981	0.03508927	0.03606239	0.11714602	0.11649088	0.11160041	0.11521495
FKBP11	0.1428537	0.13434737	0.14957385	0.14696686	0.00381837	0.00371915	0.00464231	0.00464796	0.10854874	0.10730486	0.12485468	0.12639238	0.04283516	0.04415922	0.04431628	0.04388347
DKFZp434H2215	0.00048813	0.00055979	0.00094618	0.00044403	0.00274493	0.00109341	0.00228297	0.0013327	0.00172749	0.00071887	0.00097163	0.00080286	0.00130576	0.00119215	0.00106649	0.00089945
FLJ20130	0.08610603	0.08042711	0.08328902	0.08202501	0.00256612	0.00316914	0.00292126	0.0030155	0.06467744	0.06693166	0.06756199	0.06594919	0.0251642	0.02442357	0.02422583	0.02397
FAM83E	0.00240503	0.0021745	0.00152149	0.00206216	0.00116141	0.00161526	0.00124363	0.00123004	0.00223563	0.00171434	0.0020261	0.00272207	0.00164789	0.00153827	0.00168628	0.00108835
CASZ1	0.00658201	0.0069335	0.00633788	0.00738247	0.00221315	0.0017843	0.00226811	0.00187373	0.00731922	0.00627793	0.00602933	0.00590133	0.00311049	0.0030716	0.00335014	0.00335328
FLJ20449	0.00488969	0.00503344	0.00521861	0.0051996	0.00255654	0.00225059	0.00282831	0.00268759	0.00498918	0.0057471	0.00541529	0.00519805	0.00293019	0.00293413	0.00287574	0.00304484
EPN3	0.00727252	0.00751988	0.00609596	0.00879106	0.01294507	0.01376735	0.01236265	0.01189394	0.00896616	0.00730036	0.0080331	0.00808064	0.0127756	0.01291602	0.01310842	0.00940704
IARS2	1.21399163	1.24997658	1.21345705	1.21929489	0.46361977	0.47799119	0.46936739	0.5000196	1.15094011	1.19436365	1.19763377	1.2050068	0.68639546	0.69412632	0.68894279	0.69760424
FLJ10374	0.13572585	0.1380959	0.13107195	0.13483451	0.11914705	0.12273479	0.12700697	0.12218362	0.14454592	0.14520217	0.14338298	0.13914184	0.12371747	0.12114868	0.12804483	0.12054084
FLJ10560	0.14256831	0.14946352	0.15330032	0.15360987	0.1438106	0.13650035	0.14472498	0.13729258	0.16119526	0.16886351	0.16409542	0.15700861	0.13746161	0.13359149	0.13791293	0.14116856
DPPA4	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	0.00038311	0.00038311	0.00038311	0.00038311	0.00039714	0.00039714	0.00039714	0.00039714
FLJ10922	0.06057229	0.05938898	0.06048704	0.05954539	0.04115668	0.04077511	0.0387091	0.04208499	0.05710965	0.05608709	0.05094613	0.05545672	0.03931466	0.04255427	0.04089551	0.03897856
GIMAP5	0.00264829	0.00243705	0.00244424	0.00246775	0.0379716	0.03534092	0.03429645	0.03674763	0.00826161	0.00910718	0.00758327	0.00894387	0.02112427	0.02216597	0.02231281	0.0229393
FOXJ2	0.31856811	0.32310905	0.32070635	0.32122477	0.54109972	0.53560206	0.52567336	0.52541254	0.38692411	0.37685374	0.38879055	0.38031115	0.43526191	0.42108505	0.41216492	0.43820224
FLJ11127	0.006803	0.00705771	0.00719567	0.00735714	0.00816531	0.00719219	0.00785106	0.00803276	0.00818568	0.00802601	0.00804808	0.00872788	0.00765823	0.00827939	0.00638859	0.00835786
GK001	0.49420065	0.47290384	0.53888709	0.51455471	0.46103631	0.43141375	0.4533548	0.43526477	0.50499711	0.48883828	0.52156912	0.51689562	0.43756358	0.42424985	0.48038812	0.43426387
FSCN3	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	0.00038311	0.00038311	0.00038311	0.00038311	0.00039714	0.00039714	0.00039714	0.00039714
FGF22	0.00038713	0.00038713	0.00038713	0.00038713	0.00125732	0.00109661	0.00124961	0.00138874	0.00038311	0.00038311	0.00038311	0.00038311	0.00083347	0.00083647	0.00082378	0.00078465
DAB1	0.00309802	0.00317383	0.00340988	0.00331404	0.04919121	0.05181809	0.04849272	0.05211068	0.01258419	0.0150308	0.01445655	0.0151775	0.03470446	0.03597551	0.03865323	0.03676502
FLJ13149	0.19753312	0.20355901	0.2108029	0.19506897	0.19925953	0.23127031	0.2487984	0.21755405	0.21313314	0.20374912	0.22726881	0.23688406	0.19893775	0.1918414	0.2095882	0.22729256
FLJ13220	0.24799926	0.24610052	0.2465101	0.2477883	0.21875593	0.22280052	0.21914193	0.2124591	0.25537765	0.26452072	0.25163013	0.24718798	0.21548788	0.20967698	0.21161313	0.20652407
ELAVL4	0.00331443	0.00330106	0.00366815	0.00272825	0.86186308	0.87746709	0.81032298	0.8366945	0.19359861	0.19099991	0.18592589	0.19137432	0.6516231	0.63496045	0.62281506	0.62550685
GAN	0.18101632	0.17145521	0.18341943	0.17422023	0.32975902	0.34781101	0.34980996	0.34205944	0.22426902	0.22952265	0.22465989	0.22841996	0.26967796	0.27296279	0.27443894	0.26889852
EPB41L4A	0.018218	0.02100979	0.02029156	0.02317067	0.07561884	0.09155861	0.08495103	0.09110468	0.03541886	0.03853819	0.03356829	0.03689087	0.0674226	0.05860723	0.06255836	0.06678477
ELSPBP1	0.0179537	0.01927265	0.01673607	0.01817862	0.00040984	0.00040984	0.00040984	0.00040984	0.01205192	0.01191348	0.01134264	0.01106527	0.00467323	0.00544839	0.00350583	0.00380061
MOSC1	0.17516115	0.1702765	0.17090673	0.17046974	0.1204826	0.12168959	0.13052264	0.13167405	0.18090741	0.18755375	0.18897309	0.19547292	0.13546142	0.12877516	0.14041884	0.13258333
FLJ13855	0.8283046	0.86213081	0.83686523	0.83602259	0.68679454	0.74477557	0.74625397	0.71673657	0.83715148	0.86079922	0.83429364	0.8734618	0.70309041	0.73634043	0.73007622	0.76817213
GDAP1L1	0.00251089	0.00233392	0.00260887	0.00258079	0.10049127	0.0974627	0.10649297	0.09766186	0.0177022	0.01925939	0.01843663	0.01690666	0.05623757	0.06190081	0.06176088	0.05710109
CUEDC2	0.58358987	0.5693212	0.58282271	0.58402422	1.01936343	1.06394853	1.05269814	1.01636578	0.71946423	0.71944642	0.72407913	0.72281941	0.79723268	0.82768814	0.80336401	0.83536858
DCC1	0.07336576	0.07018268	0.07551121	0.0751516	0.01284508	0.01167205	0.01324263	0.01261247	0.0615482	0.06695615	0.0650816	0.06619408	0.02991639	0.02857814	0.0286448	0.02856596
GLB1L	0.08904321	0.08815627	0.09174044	0.08738212	0.0446814	0.04358886	0.04704041	0.04307698	0.09275655	0.0875193	0.09102939	0.09269115	0.05129978	0.0576391	0.06061722	0.05064414
FYCO1	0.24345435	0.24501276	0.25009005	0.2427967	0.12140599	0.12549137	0.12514971	0.12660667	0.22321691	0.22735758	0.2454993	0.23669936	0.14418324	0.127621	0.14115153	0.13405295
FLJ12650	0.09051239	0.08902237	0.08969579	0.08529828	0.22991797	0.22986493	0.24364878	0.22574229	0.12973669	0.11918993	0.12507155	0.12975692	0.17521132	0.16474887	0.16086171	0.16691886
EFTUD1	0.17280195	0.17272199	0.17576398	0.16760253	0.06729447	0.0721094	0.07150413	0.07498688	0.17446644	0.17643723	0.17704717	0.17393087	0.09440923	0.09855455	0.09554942	0.09403249
